transaction_id,grant_no,cost_center,program_area,category,fiscal_year,quarter,budget_allocated,actual_expenditure,execution_rate,variance,status,batch_id
FIN-100358,ONRD-2022-MATL-00120,Code-31,Materials,Training,2022,Q2,149645.42,141016.08,94.2,8629.34,Closed,seed-initial-2026
FIN-100359,ONRD-2022-MATL-00120,Code-31,Materials,Training,2022,Q2,126372.44,135031.46,106.9,-8659.02,Closed,seed-initial-2026
FIN-100360,ONRD-2022-MATL-00120,Code-31,Materials,Other Direct Costs,2022,Q3,365982.14,321285.99,87.8,44696.15,Closed,seed-initial-2026
FIN-100361,ONRD-2022-AIML-00121,Code-31,AI/ML,Travel,2022,Q4,27220.15,21195.17,77.9,6024.98,Closed,seed-initial-2026
FIN-100362,ONRD-2022-AIML-00121,Code-31,AI/ML,Equipment,2022,Q2,30787.93,30345.73,98.6,442.2,Closed,seed-initial-2026
FIN-100363,ONRD-2022-AIML-00121,Code-31,AI/ML,Other Direct Costs,2022,Q3,32991.92,34445.73,104.4,-1453.81,Closed,seed-initial-2026
FIN-100364,ONRD-2022-AUTO-00122,Code-32,Autonomy,Facilities,2022,Q3,1739841.26,1867533.08,107.3,-127691.82,Closed,seed-initial-2026
FIN-100365,ONRD-2022-AUTO-00122,Code-32,Autonomy,Contractors,2022,Q4,1413070.95,1224900.17,86.7,188170.78,Closed,seed-initial-2026
FIN-100366,ONRD-2022-AUTO-00122,Code-32,Autonomy,Personnel,2022,Q1,2574087.79,1903511.9,73.9,670575.89,Closed,seed-initial-2026
FIN-100367,ONRD-2022-DEWX-00123,Code-31,Directed Energy,Training,2022,Q3,86840.38,79530.86,91.6,7309.52,Closed,seed-initial-2026
FIN-100368,ONRD-2022-DEWX-00123,Code-31,Directed Energy,Training,2022,Q1,270164.08,221314.81,81.9,48849.27,Closed,seed-initial-2026
FIN-100369,ONRD-2022-DEWX-00123,Code-31,Directed Energy,Other Direct Costs,2022,Q1,151995.55,138290.09,91.0,13705.46,Closed,seed-initial-2026
FIN-100370,ONRD-2022-MATL-00124,Code-32,Materials,Facilities,2022,Q1,65012.07,68204.95,104.9,-3192.88,Closed,seed-initial-2026
FIN-100371,ONRD-2022-MATL-00124,Code-32,Materials,Equipment,2022,Q3,88077.87,78070.66,88.6,10007.21,Closed,seed-initial-2026
FIN-100372,ONRD-2022-MATL-00124,Code-32,Materials,Contractors,2022,Q4,32910.05,24367.6,74.0,8542.45,Closed,seed-initial-2026
FIN-100373,ONRD-2022-MATL-00125,Code-35,Materials,Travel,2022,Q1,92727.19,97517.66,105.2,-4790.47,Closed,seed-initial-2026
FIN-100374,ONRD-2022-MATL-00125,Code-35,Materials,Training,2022,Q1,9882.62,7329.1,74.2,2553.52,Closed,seed-initial-2026
FIN-100375,ONRD-2022-MATL-00125,Code-35,Materials,Other Direct Costs,2022,Q3,86390.19,90328.57,104.6,-3938.38,Closed,seed-initial-2026
FIN-100376,ONRD-2022-BIOT-00126,Code-35,Biotech,Travel,2022,Q3,362520.34,270490.86,74.6,92029.48,Closed,seed-initial-2026
FIN-100377,ONRD-2022-BIOT-00126,Code-35,Biotech,Contractors,2022,Q3,208568.66,176410.04,84.6,32158.62,Closed,seed-initial-2026
FIN-100378,ONRD-2022-BIOT-00126,Code-35,Biotech,Other Direct Costs,2022,Q3,41911.0,37664.73,89.9,4246.27,Closed,seed-initial-2026
FIN-100379,ONRD-2022-AUTO-00127,Code-32,Autonomy,Travel,2022,Q1,188779.47,182213.01,96.5,6566.46,Closed,seed-initial-2026
FIN-100380,ONRD-2022-AUTO-00127,Code-32,Autonomy,Travel,2022,Q1,153490.33,146948.72,95.7,6541.61,Closed,seed-initial-2026
FIN-100381,ONRD-2022-AUTO-00127,Code-32,Autonomy,Contractors,2022,Q3,287730.2,270858.83,94.1,16871.37,Closed,seed-initial-2026
FIN-100382,ONRD-2022-AIML-00128,Code-35,AI/ML,Other Direct Costs,2022,Q3,73872.27,78290.22,106.0,-4417.95,Closed,seed-initial-2026
FIN-100383,ONRD-2022-AIML-00128,Code-35,AI/ML,Supplies,2022,Q3,273440.28,261870.03,95.8,11570.25,Closed,seed-initial-2026
FIN-100384,ONRD-2022-AIML-00128,Code-35,AI/ML,Contractors,2022,Q3,350687.45,372320.86,106.2,-21633.41,Closed,seed-initial-2026
FIN-100385,ONRD-2022-QNTM-00129,Code-35,Quantum,Training,2022,Q1,122210.16,102349.4,83.7,19860.76,Closed,seed-initial-2026
FIN-100386,ONRD-2022-QNTM-00129,Code-35,Quantum,Personnel,2022,Q4,73824.51,63091.31,85.5,10733.2,Closed,seed-initial-2026
FIN-100387,ONRD-2022-QNTM-00129,Code-35,Quantum,Facilities,2022,Q1,6965.33,5744.93,82.5,1220.4,Closed,seed-initial-2026
FIN-100388,ONRD-2022-BIOT-00130,Code-32,Biotech,Other Direct Costs,2022,Q2,708030.19,552015.8,78.0,156014.39,Closed,seed-initial-2026
FIN-100389,ONRD-2022-BIOT-00130,Code-32,Biotech,Facilities,2022,Q1,223389.27,171559.07,76.8,51830.2,Closed,seed-initial-2026
FIN-100390,ONRD-2022-BIOT-00130,Code-32,Biotech,Personnel,2022,Q2,205580.54,217442.35,105.8,-11861.81,Closed,seed-initial-2026
FIN-100391,ONRD-2022-BIOT-00131,ONR-Corporate,Biotech,Travel,2022,Q1,185788.81,141144.5,76.0,44644.31,Closed,seed-initial-2026
FIN-100392,ONRD-2022-BIOT-00131,ONR-Corporate,Biotech,Other Direct Costs,2022,Q1,27847.34,28748.76,103.2,-901.42,Closed,seed-initial-2026
FIN-100393,ONRD-2022-BIOT-00131,ONR-Corporate,Biotech,Facilities,2022,Q1,69363.85,63373.67,91.4,5990.18,Closed,seed-initial-2026
FIN-100394,ONRD-2022-MATL-00132,Code-30,Materials,Facilities,2022,Q1,226436.35,196049.57,86.6,30386.78,Closed,seed-initial-2026
FIN-100395,ONRD-2022-MATL-00132,Code-30,Materials,Equipment,2022,Q3,237911.69,214896.88,90.3,23014.81,Closed,seed-initial-2026
FIN-100396,ONRD-2022-MATL-00132,Code-30,Materials,Travel,2022,Q2,314651.96,296617.3,94.3,18034.66,Closed,seed-initial-2026
FIN-100397,ONRD-2022-DEWX-00133,Code-34,Directed Energy,Equipment,2022,Q1,2025658.94,1715766.11,84.7,309892.83,Closed,seed-initial-2026
FIN-100398,ONRD-2022-DEWX-00133,Code-34,Directed Energy,Other Direct Costs,2022,Q2,3852354.57,3416257.9,88.7,436096.67,Closed,seed-initial-2026
FIN-100399,ONRD-2022-DEWX-00133,Code-34,Directed Energy,Supplies,2022,Q3,167986.49,180022.87,107.2,-12036.38,Closed,seed-initial-2026
FIN-100400,ONRD-2022-DEWX-00134,Code-32,Directed Energy,Other Direct Costs,2022,Q3,21271.5,20615.46,96.9,656.04,Closed,seed-initial-2026
FIN-100401,ONRD-2022-DEWX-00134,Code-32,Directed Energy,Personnel,2022,Q2,51370.73,51707.43,100.7,-336.7,Closed,seed-initial-2026
FIN-100402,ONRD-2022-DEWX-00134,Code-32,Directed Energy,Supplies,2022,Q2,52357.77,44588.89,85.2,7768.88,Closed,seed-initial-2026
FIN-100403,ONRD-2022-USEA-00135,Code-30,Undersea,Contractors,2022,Q3,29906.37,21542.5,72.0,8363.87,Closed,seed-initial-2026
FIN-100404,ONRD-2022-USEA-00135,Code-30,Undersea,Other Direct Costs,2022,Q4,41198.81,33330.86,80.9,7867.95,Closed,seed-initial-2026
FIN-100405,ONRD-2022-USEA-00135,Code-30,Undersea,Facilities,2022,Q3,83894.81,83169.12,99.1,725.69,Closed,seed-initial-2026
FIN-100406,ONRD-2022-MATL-00136,Code-30,Materials,Other Direct Costs,2022,Q3,572218.15,613906.8,107.3,-41688.65,Closed,seed-initial-2026
FIN-100407,ONRD-2022-MATL-00136,Code-30,Materials,Personnel,2022,Q4,86581.76,90015.48,104.0,-3433.72,Closed,seed-initial-2026
FIN-100408,ONRD-2022-MATL-00136,Code-30,Materials,Contractors,2022,Q2,292200.09,291646.68,99.8,553.41,Closed,seed-initial-2026
FIN-100409,ONRD-2022-QNTM-00137,Code-35,Quantum,Personnel,2022,Q4,1274312.63,1055398.74,82.8,218913.89,Closed,seed-initial-2026
FIN-100410,ONRD-2022-QNTM-00137,Code-35,Quantum,Other Direct Costs,2022,Q2,1286089.89,937041.1,72.9,349048.79,Closed,seed-initial-2026
FIN-100411,ONRD-2022-QNTM-00137,Code-35,Quantum,Supplies,2022,Q2,266597.48,287486.5,107.8,-20889.02,Closed,seed-initial-2026
FIN-100412,ONRD-2022-USEA-00138,Code-34,Undersea,Supplies,2022,Q1,208380.1,219322.82,105.3,-10942.72,Closed,seed-initial-2026
FIN-100413,ONRD-2022-USEA-00138,Code-34,Undersea,Personnel,2022,Q1,362254.18,274360.67,75.7,87893.51,Closed,seed-initial-2026
FIN-100414,ONRD-2022-USEA-00138,Code-34,Undersea,Facilities,2022,Q2,113365.72,94762.9,83.6,18602.82,Closed,seed-initial-2026
FIN-100415,ONRD-2022-BIOT-00139,Code-30,Biotech,Training,2022,Q1,17106.94,14162.6,82.8,2944.34,Closed,seed-initial-2026
FIN-100416,ONRD-2022-BIOT-00139,Code-30,Biotech,Facilities,2022,Q2,20792.43,18859.04,90.7,1933.39,Closed,seed-initial-2026
FIN-100417,ONRD-2022-BIOT-00139,Code-30,Biotech,Training,2022,Q3,14100.64,14982.33,106.3,-881.69,Closed,seed-initial-2026
FIN-100418,ONRD-2022-MATL-00140,Code-30,Materials,Personnel,2022,Q3,683899.35,686044.9,100.3,-2145.55,Closed,seed-initial-2026
FIN-100419,ONRD-2022-MATL-00140,Code-30,Materials,Facilities,2022,Q4,143356.91,139183.37,97.1,4173.54,Closed,seed-initial-2026
FIN-100420,ONRD-2022-MATL-00140,Code-30,Materials,Personnel,2022,Q4,697743.73,649192.99,93.0,48550.74,Closed,seed-initial-2026
FIN-100421,ONRD-2022-AUTO-00141,Code-32,Autonomy,Training,2022,Q1,1274489.98,1127397.75,88.5,147092.23,Closed,seed-initial-2026
FIN-100422,ONRD-2022-AUTO-00141,Code-32,Autonomy,Facilities,2022,Q1,1122675.62,1154605.79,102.8,-31930.17,Closed,seed-initial-2026
FIN-100423,ONRD-2022-AUTO-00141,Code-32,Autonomy,Other Direct Costs,2022,Q2,51834.4,53999.66,104.2,-2165.26,Closed,seed-initial-2026
FIN-100424,ONRD-2022-QNTM-00142,Code-34,Quantum,Equipment,2022,Q3,1797335.11,1363470.35,75.9,433864.76,Closed,seed-initial-2026
FIN-100425,ONRD-2022-QNTM-00142,Code-34,Quantum,Equipment,2022,Q4,1097007.61,1064741.32,97.1,32266.29,Closed,seed-initial-2026
FIN-100426,ONRD-2022-QNTM-00142,Code-34,Quantum,Facilities,2022,Q4,1838657.28,1377654.89,74.9,461002.39,Closed,seed-initial-2026
FIN-100427,ONRD-2022-CYBR-00143,Code-31,Cyber,Supplies,2022,Q4,62499.91,46459.57,74.3,16040.34,Closed,seed-initial-2026
FIN-100428,ONRD-2022-CYBR-00143,Code-31,Cyber,Supplies,2022,Q4,3068.12,2962.33,96.6,105.79,Closed,seed-initial-2026
FIN-100429,ONRD-2022-CYBR-00143,Code-31,Cyber,Other Direct Costs,2022,Q2,21431.97,20652.63,96.4,779.34,Closed,seed-initial-2026
FIN-100430,ONRD-2022-DEWX-00144,Code-30,Directed Energy,Training,2022,Q3,61927.88,45809.3,74.0,16118.58,Closed,seed-initial-2026
FIN-100431,ONRD-2022-DEWX-00144,Code-30,Directed Energy,Supplies,2022,Q2,57055.39,52961.22,92.8,4094.17,Closed,seed-initial-2026
FIN-100432,ONRD-2022-DEWX-00144,Code-30,Directed Energy,Personnel,2022,Q3,16016.73,16393.92,102.4,-377.19,Closed,seed-initial-2026
FIN-100433,ONRD-2022-MATL-00145,Code-32,Materials,Facilities,2022,Q3,45182.43,46778.53,103.5,-1596.1,Closed,seed-initial-2026
FIN-100434,ONRD-2022-MATL-00145,Code-32,Materials,Travel,2022,Q1,78305.18,62860.72,80.3,15444.46,Closed,seed-initial-2026
FIN-100435,ONRD-2022-MATL-00145,Code-32,Materials,Contractors,2022,Q1,57512.39,44892.9,78.1,12619.49,Closed,seed-initial-2026
FIN-100436,ONRD-2022-MATL-00146,Code-32,Materials,Contractors,2022,Q1,110129.86,114931.65,104.4,-4801.79,Closed,seed-initial-2026
FIN-100437,ONRD-2022-MATL-00146,Code-32,Materials,Training,2022,Q4,849621.07,829917.25,97.7,19703.82,Closed,seed-initial-2026
FIN-100438,ONRD-2022-MATL-00146,Code-32,Materials,Contractors,2022,Q4,2031249.08,1469476.52,72.3,561772.56,Closed,seed-initial-2026
FIN-100439,ONRD-2022-DEWX-00147,Code-34,Directed Energy,Other Direct Costs,2022,Q1,108706.95,108049.05,99.4,657.9,Closed,seed-initial-2026
FIN-100440,ONRD-2022-DEWX-00147,Code-34,Directed Energy,Training,2022,Q4,48271.46,42913.99,88.9,5357.47,Closed,seed-initial-2026
FIN-100441,ONRD-2022-DEWX-00147,Code-34,Directed Energy,Training,2022,Q4,85021.59,77576.43,91.2,7445.16,Closed,seed-initial-2026
FIN-100442,ONRD-2022-CYBR-00148,ONR-Corporate,Cyber,Facilities,2022,Q1,88379.38,91394.79,103.4,-3015.41,Closed,seed-initial-2026
FIN-100443,ONRD-2022-CYBR-00148,ONR-Corporate,Cyber,Equipment,2022,Q3,62021.41,48823.99,78.7,13197.42,Closed,seed-initial-2026
FIN-100444,ONRD-2022-CYBR-00148,ONR-Corporate,Cyber,Other Direct Costs,2022,Q3,35599.21,34539.79,97.0,1059.42,Closed,seed-initial-2026
FIN-100445,ONRD-2022-AUTO-00149,Code-32,Autonomy,Equipment,2022,Q3,562731.83,540369.4,96.0,22362.43,Closed,seed-initial-2026
FIN-100446,ONRD-2022-AUTO-00149,Code-32,Autonomy,Personnel,2022,Q4,24365.15,23505.47,96.5,859.68,Closed,seed-initial-2026
FIN-100447,ONRD-2022-AUTO-00149,Code-32,Autonomy,Facilities,2022,Q1,82903.02,84031.21,101.4,-1128.19,Closed,seed-initial-2026
FIN-100448,ONRD-2022-USEA-00150,Code-31,Undersea,Travel,2022,Q1,139264.16,130571.91,93.8,8692.25,Closed,seed-initial-2026
FIN-100449,ONRD-2022-USEA-00150,Code-31,Undersea,Other Direct Costs,2022,Q4,119398.16,91458.22,76.6,27939.94,Closed,seed-initial-2026
FIN-100450,ONRD-2022-USEA-00150,Code-31,Undersea,Supplies,2022,Q4,368337.69,272673.89,74.0,95663.8,Closed,seed-initial-2026
FIN-100451,ONRD-2022-BIOT-00151,Code-30,Biotech,Supplies,2022,Q4,60150.17,55207.85,91.8,4942.32,Closed,seed-initial-2026
FIN-100452,ONRD-2022-BIOT-00151,Code-30,Biotech,Supplies,2022,Q1,26156.21,26982.97,103.2,-826.76,Closed,seed-initial-2026
FIN-100453,ONRD-2022-BIOT-00151,Code-30,Biotech,Facilities,2022,Q4,57693.62,44836.93,77.7,12856.69,Closed,seed-initial-2026
FIN-100454,ONRD-2022-DEWX-00152,Code-30,Directed Energy,Contractors,2022,Q3,182847.85,186531.52,102.0,-3683.67,Closed,seed-initial-2026
FIN-100455,ONRD-2022-DEWX-00152,Code-30,Directed Energy,Facilities,2022,Q1,434879.66,365160.98,84.0,69718.68,Closed,seed-initial-2026
FIN-100456,ONRD-2022-DEWX-00152,Code-30,Directed Energy,Contractors,2022,Q3,28272.49,23861.65,84.4,4410.84,Closed,seed-initial-2026
FIN-100457,ONRD-2023-DEWX-00153,ONR-Corporate,Directed Energy,Facilities,2023,Q4,68472.23,71353.6,104.2,-2881.37,Closed,seed-initial-2026
FIN-100458,ONRD-2023-DEWX-00153,ONR-Corporate,Directed Energy,Travel,2023,Q1,61657.7,55560.51,90.1,6097.19,Closed,seed-initial-2026
FIN-100459,ONRD-2023-DEWX-00153,ONR-Corporate,Directed Energy,Contractors,2023,Q3,71870.06,59987.04,83.5,11883.02,Closed,seed-initial-2026
FIN-100460,ONRD-2023-USEA-00154,Code-31,Undersea,Facilities,2023,Q1,87220.25,64565.77,74.0,22654.48,Closed,seed-initial-2026
FIN-100461,ONRD-2023-USEA-00154,Code-31,Undersea,Contractors,2023,Q3,70991.66,76441.84,107.7,-5450.18,Closed,seed-initial-2026
FIN-100462,ONRD-2023-USEA-00154,Code-31,Undersea,Training,2023,Q3,48788.09,42528.92,87.2,6259.17,Closed,seed-initial-2026
FIN-100463,ONRD-2023-USEA-00155,Code-32,Undersea,Equipment,2023,Q2,226666.63,226255.82,99.8,410.81,Closed,seed-initial-2026
FIN-100464,ONRD-2023-USEA-00155,Code-32,Undersea,Other Direct Costs,2023,Q4,126959.89,107954.1,85.0,19005.79,Closed,seed-initial-2026
FIN-100465,ONRD-2023-USEA-00155,Code-32,Undersea,Other Direct Costs,2023,Q2,7373.48,7590.39,102.9,-216.91,Closed,seed-initial-2026
FIN-100466,ONRD-2023-AUTO-00156,Code-32,Autonomy,Facilities,2023,Q2,80875.16,85192.8,105.3,-4317.64,Closed,seed-initial-2026
FIN-100467,ONRD-2023-AUTO-00156,Code-32,Autonomy,Personnel,2023,Q2,625968.64,578858.15,92.5,47110.49,Closed,seed-initial-2026
FIN-100468,ONRD-2023-AUTO-00156,Code-32,Autonomy,Personnel,2023,Q1,318156.2,245425.51,77.1,72730.69,Closed,seed-initial-2026
FIN-100469,ONRD-2023-USEA-00157,Code-30,Undersea,Travel,2023,Q3,18806.04,14619.06,77.7,4186.98,Closed,seed-initial-2026
FIN-100470,ONRD-2023-USEA-00157,Code-30,Undersea,Facilities,2023,Q3,28202.84,27024.46,95.8,1178.38,Closed,seed-initial-2026
FIN-100471,ONRD-2023-USEA-00157,Code-30,Undersea,Training,2023,Q1,10991.12,9444.36,85.9,1546.76,Closed,seed-initial-2026
FIN-100472,ONRD-2023-AUTO-00158,Code-32,Autonomy,Facilities,2023,Q4,87204.18,82031.98,94.1,5172.2,Closed,seed-initial-2026
FIN-100473,ONRD-2023-AUTO-00158,Code-32,Autonomy,Travel,2023,Q1,60700.61,60927.42,100.4,-226.81,Closed,seed-initial-2026
FIN-100474,ONRD-2023-AUTO-00158,Code-32,Autonomy,Training,2023,Q1,54095.21,39673.06,73.3,14422.15,Closed,seed-initial-2026
FIN-100475,ONRD-2023-USEA-00159,Code-35,Undersea,Equipment,2023,Q3,92282.27,93518.17,101.3,-1235.9,Closed,seed-initial-2026
FIN-100476,ONRD-2023-USEA-00159,Code-35,Undersea,Equipment,2023,Q1,82808.55,78253.29,94.5,4555.26,Closed,seed-initial-2026
FIN-100477,ONRD-2023-USEA-00159,Code-35,Undersea,Facilities,2023,Q4,25909.18,24238.07,93.6,1671.11,Closed,seed-initial-2026
FIN-100478,ONRD-2023-QNTM-00160,Code-35,Quantum,Other Direct Costs,2023,Q4,387796.92,363519.73,93.7,24277.19,Closed,seed-initial-2026
FIN-100479,ONRD-2023-QNTM-00160,Code-35,Quantum,Equipment,2023,Q2,118465.02,106741.91,90.1,11723.11,Closed,seed-initial-2026
FIN-100480,ONRD-2023-QNTM-00160,Code-35,Quantum,Training,2023,Q2,230738.06,227950.71,98.8,2787.35,Closed,seed-initial-2026
FIN-100481,ONRD-2023-CYBR-00161,ONR-Corporate,Cyber,Contractors,2023,Q1,1826759.68,1577294.77,86.3,249464.91,Closed,seed-initial-2026
FIN-100482,ONRD-2023-CYBR-00161,ONR-Corporate,Cyber,Training,2023,Q3,2064319.44,1780903.88,86.3,283415.56,Closed,seed-initial-2026
FIN-100483,ONRD-2023-CYBR-00161,ONR-Corporate,Cyber,Other Direct Costs,2023,Q4,1945920.87,1556531.36,80.0,389389.51,Closed,seed-initial-2026
FIN-100484,ONRD-2023-CYBR-00162,ONR-Corporate,Cyber,Other Direct Costs,2023,Q2,559841.12,594903.53,106.3,-35062.41,Closed,seed-initial-2026
FIN-100485,ONRD-2023-CYBR-00162,ONR-Corporate,Cyber,Other Direct Costs,2023,Q4,1080643.31,1099168.17,101.7,-18524.86,Closed,seed-initial-2026
FIN-100486,ONRD-2023-CYBR-00162,ONR-Corporate,Cyber,Travel,2023,Q1,1287515.58,1224210.48,95.1,63305.1,Closed,seed-initial-2026
FIN-100487,ONRD-2023-AIML-00163,Code-30,AI/ML,Other Direct Costs,2023,Q2,188131.28,143878.09,76.5,44253.19,Closed,seed-initial-2026
FIN-100488,ONRD-2023-AIML-00163,Code-30,AI/ML,Travel,2023,Q2,35164.33,28879.08,82.1,6285.25,Closed,seed-initial-2026
FIN-100489,ONRD-2023-AIML-00163,Code-30,AI/ML,Supplies,2023,Q1,412704.39,431184.36,104.5,-18479.97,Closed,seed-initial-2026
FIN-100490,ONRD-2023-DEWX-00164,Code-30,Directed Energy,Equipment,2023,Q3,588653.96,633264.59,107.6,-44610.63,Closed,seed-initial-2026
FIN-100491,ONRD-2023-DEWX-00164,Code-30,Directed Energy,Travel,2023,Q2,3464961.11,2606228.44,75.2,858732.67,Closed,seed-initial-2026
FIN-100492,ONRD-2023-DEWX-00164,Code-30,Directed Energy,Equipment,2023,Q3,3799384.93,3992823.83,105.1,-193438.9,Closed,seed-initial-2026
FIN-100493,ONRD-2023-CYBR-00165,Code-30,Cyber,Personnel,2023,Q3,129538.77,93942.14,72.5,35596.63,Closed,seed-initial-2026
FIN-100494,ONRD-2023-CYBR-00165,Code-30,Cyber,Equipment,2023,Q3,164179.02,125832.4,76.6,38346.62,Closed,seed-initial-2026
FIN-100495,ONRD-2023-CYBR-00165,Code-30,Cyber,Travel,2023,Q2,120282.21,116481.74,96.8,3800.47,Closed,seed-initial-2026
FIN-100496,ONRD-2023-USEA-00166,Code-30,Undersea,Other Direct Costs,2023,Q3,2198832.87,1811863.4,82.4,386969.47,Closed,seed-initial-2026
FIN-100497,ONRD-2023-USEA-00166,Code-30,Undersea,Personnel,2023,Q1,1478432.64,1190554.05,80.5,287878.59,Closed,seed-initial-2026
FIN-100498,ONRD-2023-USEA-00166,Code-30,Undersea,Facilities,2023,Q2,497734.49,372856.53,74.9,124877.96,Closed,seed-initial-2026
FIN-100499,ONRD-2023-AUTO-00167,ONR-Corporate,Autonomy,Equipment,2023,Q2,13787.74,13869.63,100.6,-81.89,Closed,seed-initial-2026
FIN-100500,ONRD-2023-AUTO-00167,ONR-Corporate,Autonomy,Facilities,2023,Q1,84196.35,79089.91,93.9,5106.44,Closed,seed-initial-2026
FIN-100501,ONRD-2023-AUTO-00167,ONR-Corporate,Autonomy,Supplies,2023,Q4,104015.92,84129.47,80.9,19886.45,Closed,seed-initial-2026
FIN-100502,ONRD-2023-AIML-00168,Code-32,AI/ML,Other Direct Costs,2023,Q2,489185.08,478131.35,97.7,11053.73,Closed,seed-initial-2026
FIN-100503,ONRD-2023-AIML-00168,Code-32,AI/ML,Travel,2023,Q4,757182.34,789000.93,104.2,-31818.59,Closed,seed-initial-2026
FIN-100504,ONRD-2023-AIML-00168,Code-32,AI/ML,Training,2023,Q4,1061632.58,1034525.12,97.4,27107.46,Closed,seed-initial-2026
FIN-100505,ONRD-2023-AUTO-00169,ONR-Corporate,Autonomy,Travel,2023,Q3,95161.0,98486.81,103.5,-3325.81,Closed,seed-initial-2026
FIN-100506,ONRD-2023-AUTO-00169,ONR-Corporate,Autonomy,Equipment,2023,Q3,472255.63,373477.73,79.1,98777.9,Closed,seed-initial-2026
FIN-100507,ONRD-2023-AUTO-00169,ONR-Corporate,Autonomy,Training,2023,Q2,285583.38,232620.89,81.5,52962.49,Closed,seed-initial-2026
FIN-100508,ONRD-2023-DEWX-00170,Code-34,Directed Energy,Contractors,2023,Q2,500176.31,437311.87,87.4,62864.44,Closed,seed-initial-2026
FIN-100509,ONRD-2023-DEWX-00170,Code-34,Directed Energy,Supplies,2023,Q4,437955.22,457685.9,104.5,-19730.68,Closed,seed-initial-2026
FIN-100510,ONRD-2023-DEWX-00170,Code-34,Directed Energy,Travel,2023,Q1,382868.47,303925.64,79.4,78942.83,Closed,seed-initial-2026
FIN-100511,ONRD-2023-USEA-00171,Code-30,Undersea,Other Direct Costs,2023,Q1,34331.81,35988.49,104.8,-1656.68,Closed,seed-initial-2026
FIN-100512,ONRD-2023-USEA-00171,Code-30,Undersea,Contractors,2023,Q1,20239.24,21594.25,106.7,-1355.01,Closed,seed-initial-2026
FIN-100513,ONRD-2023-USEA-00171,Code-30,Undersea,Training,2023,Q3,30428.96,25367.18,83.4,5061.78,Closed,seed-initial-2026
FIN-100514,ONRD-2023-AUTO-00172,Code-35,Autonomy,Facilities,2023,Q3,117051.24,112755.33,96.3,4295.91,Closed,seed-initial-2026
FIN-100515,ONRD-2023-AUTO-00172,Code-35,Autonomy,Training,2023,Q2,123912.46,110738.94,89.4,13173.52,Closed,seed-initial-2026
FIN-100516,ONRD-2023-AUTO-00172,Code-35,Autonomy,Travel,2023,Q4,121036.3,122834.24,101.5,-1797.94,Closed,seed-initial-2026
FIN-100517,ONRD-2023-MATL-00173,Code-34,Materials,Personnel,2023,Q2,26836.58,23806.57,88.7,3030.01,Closed,seed-initial-2026
FIN-100518,ONRD-2023-MATL-00173,Code-34,Materials,Contractors,2023,Q2,102305.91,107501.29,105.1,-5195.38,Closed,seed-initial-2026
FIN-100519,ONRD-2023-MATL-00173,Code-34,Materials,Supplies,2023,Q4,64857.51,62871.08,96.9,1986.43,Closed,seed-initial-2026
FIN-100520,ONRD-2023-AUTO-00174,Code-31,Autonomy,Supplies,2023,Q2,25367.87,18739.38,73.9,6628.49,Closed,seed-initial-2026
FIN-100521,ONRD-2023-AUTO-00174,Code-31,Autonomy,Training,2023,Q4,176127.47,164999.3,93.7,11128.17,Closed,seed-initial-2026
FIN-100522,ONRD-2023-AUTO-00174,Code-31,Autonomy,Training,2023,Q3,259504.66,237145.48,91.4,22359.18,Closed,seed-initial-2026
FIN-100523,ONRD-2023-DEWX-00175,ONR-Corporate,Directed Energy,Equipment,2023,Q4,172112.42,164971.77,95.9,7140.65,Closed,seed-initial-2026
FIN-100524,ONRD-2023-DEWX-00175,ONR-Corporate,Directed Energy,Personnel,2023,Q2,86070.61,85431.58,99.3,639.03,Closed,seed-initial-2026
FIN-100525,ONRD-2023-DEWX-00175,ONR-Corporate,Directed Energy,Training,2023,Q2,218816.97,201344.99,92.0,17471.98,Closed,seed-initial-2026
FIN-100526,ONRD-2023-BIOT-00176,Code-32,Biotech,Supplies,2023,Q4,123220.56,125182.57,101.6,-1962.01,Closed,seed-initial-2026
FIN-100527,ONRD-2023-BIOT-00176,Code-32,Biotech,Equipment,2023,Q2,148744.94,143092.47,96.2,5652.47,Closed,seed-initial-2026
FIN-100528,ONRD-2023-BIOT-00176,Code-32,Biotech,Contractors,2023,Q2,376034.5,365167.81,97.1,10866.69,Closed,seed-initial-2026
FIN-100529,ONRD-2023-CYBR-00177,Code-30,Cyber,Supplies,2023,Q1,224321.14,240060.47,107.0,-15739.33,Closed,seed-initial-2026
FIN-100530,ONRD-2023-CYBR-00177,Code-30,Cyber,Equipment,2023,Q3,494729.42,442977.86,89.5,51751.56,Closed,seed-initial-2026
FIN-100531,ONRD-2023-CYBR-00177,Code-30,Cyber,Facilities,2023,Q4,219949.44,158909.38,72.2,61040.06,Closed,seed-initial-2026
FIN-100532,ONRD-2023-USEA-00178,Code-31,Undersea,Equipment,2023,Q2,95908.1,82134.83,85.6,13773.27,Closed,seed-initial-2026
FIN-100533,ONRD-2023-USEA-00178,Code-31,Undersea,Other Direct Costs,2023,Q3,50840.25,37990.15,74.7,12850.1,Closed,seed-initial-2026
FIN-100534,ONRD-2023-USEA-00178,Code-31,Undersea,Supplies,2023,Q4,38251.65,29031.72,75.9,9219.93,Closed,seed-initial-2026
FIN-100535,ONRD-2023-MATL-00179,Code-31,Materials,Supplies,2023,Q1,109497.48,85691.21,78.3,23806.27,Closed,seed-initial-2026
